iter	Logloss
0	0.6107219271
1	0.5262334255
2	0.4617543019
3	0.4014541828
4	0.3541347453
5	0.3185886703
6	0.2906505871
7	0.2585295766
8	0.2349609875
9	0.2145132679
10	0.1976466044
11	0.1838113344
12	0.171308223
13	0.1607192003
14	0.1504261904
15	0.141200065
16	0.1331777879
17	0.1243906868
18	0.1160460618
19	0.1106684492
20	0.1043228697
21	0.099569531
22	0.09481808639
23	0.09043525643
24	0.08480524401
25	0.08130068379
26	0.07785405313
27	0.07487153196
28	0.07094945589
29	0.06858627617
30	0.06620528492
31	0.06366198515
32	0.06144727816
33	0.05938643303
34	0.05710482102
35	0.05521869239
36	0.05328210495
37	0.05168302809
38	0.05001225318
39	0.04854854879
40	0.04730626511
41	0.04540155095
42	0.04427288611
43	0.04277797187
44	0.04158992082
45	0.04041804198
46	0.03897897327
47	0.03786950932
48	0.0369957225
49	0.03621016889
50	0.03530045373
51	0.03445986704
52	0.03365377848
53	0.03267911251
54	0.03171971014
55	0.03099520611
56	0.0303712399
57	0.02950168843
58	0.02886707135
59	0.02814174765
60	0.0275104477
61	0.02706839712
62	0.02641123079
63	0.02593690792
64	0.02547180089
65	0.02505243178
66	0.02457580374
67	0.02408156128
68	0.02352290403
69	0.0230859998
70	0.02267746904
71	0.02223063988
72	0.02182245285
73	0.02129797404
74	0.02099400732
75	0.02065095859
76	0.02027039507
77	0.01993733738
78	0.01965347175
79	0.01937455656
80	0.01912567581
81	0.01879039949
82	0.01851204798
83	0.01820036294
84	0.01786524166
85	0.01764536895
86	0.01735769102
87	0.01706697359
88	0.01684839529
89	0.01656635768
90	0.016330332
91	0.01609677974
92	0.01579668421
93	0.01563510522
94	0.01542845295
95	0.01522713092
96	0.01498768355
97	0.01480482687
98	0.01458092673
99	0.01438577264
100	0.01418962581
101	0.01398387493
102	0.01378172362
103	0.01359146589
104	0.01338049655
105	0.01315622744
106	0.01296396742
107	0.01275115323
108	0.01255962273
109	0.0124154815
110	0.01226013775
111	0.01210022453
112	0.01194653694
113	0.01175790894
114	0.01161014771
115	0.01145105656
116	0.01132270654
117	0.01118460104
118	0.01104903627
119	0.01093400884
120	0.01080556628
121	0.01068192394
122	0.01053233949
123	0.01041756926
124	0.01031513731
125	0.01021769307
126	0.01011332973
127	0.009976920048
128	0.009848368115
129	0.009721685072
130	0.0095951132
131	0.009497530143
132	0.0093884417
133	0.009303553268
134	0.009212880294
135	0.009133881567
136	0.009022789026
137	0.00891695281
138	0.008831957413
139	0.008726231167
140	0.008637630196
141	0.008555972358
142	0.008466283706
143	0.008375529606
144	0.00829179616
145	0.00821705862
146	0.008139309826
147	0.008061262971
148	0.00798027577
149	0.007909780189
150	0.007816500985
151	0.007746570878
152	0.007680841865
153	0.007602808231
154	0.007534039719
155	0.007461222148
156	0.007386821129
157	0.007323718777
158	0.007259735463
159	0.007192378534
160	0.007133988667
161	0.007075436549
162	0.007008801937
163	0.006949620046
164	0.006892002973
165	0.006842117454
166	0.006787488201
167	0.00673542852
168	0.006676387847
169	0.006628687906
170	0.006579686954
171	0.00652457876
172	0.006476684118
173	0.006423810179
174	0.006371541375
175	0.006329166867
176	0.006286684792
177	0.006243601789
178	0.006199872186
179	0.006151068338
180	0.006102060776
181	0.006058001263
182	0.006020372291
183	0.005978409419
184	0.005936891235
185	0.005897822437
186	0.005865200406
187	0.005822869765
188	0.005778973705
189	0.00573671097
190	0.005696344165
191	0.005654848816
192	0.005612236941
193	0.005577712368
194	0.005540600196
195	0.00550719275
196	0.005465239493
197	0.005433238221
198	0.005400268252
199	0.005367681074
200	0.005340163935
201	0.005301113165
202	0.005272317849
203	0.005240248672
204	0.00520327952
205	0.005171967514
206	0.005139888723
207	0.005106026975
208	0.005070178555
209	0.005037786379
210	0.005004251837
211	0.004970813143
212	0.004941698133
213	0.004906534773
214	0.004881294553
215	0.004856619207
216	0.004828246945
217	0.004798103145
218	0.004773892918
219	0.004743353105
220	0.004721277678
221	0.004697645544
222	0.004665918597
223	0.00464089411
224	0.004616087161
225	0.004586004054
226	0.004562794073
227	0.004541752244
228	0.004522320604
229	0.004502327696
230	0.004477938392
231	0.004456516475
232	0.004434581365
233	0.004409457124
234	0.004388627123
235	0.004362099112
236	0.004339884269
237	0.004320808079
238	0.004303582149
239	0.00428398315
240	0.004264980273
241	0.004246476167
242	0.004223110545
243	0.0042045166
244	0.004181347482
245	0.004157071153
246	0.004138932111
247	0.004113327428
248	0.00409604501
249	0.004075593894
250	0.004054575201
251	0.00403437978
252	0.00401406868
253	0.003998279271
254	0.003981804202
255	0.003964658496
256	0.003948572227
257	0.003927899669
258	0.00391242755
259	0.003896685614
260	0.003878161978
261	0.003863547685
262	0.003850233803
263	0.003832993751
264	0.003817372602
265	0.003798459563
266	0.003783342293
267	0.003766616937
268	0.003750307423
269	0.003733418013
270	0.003713891427
271	0.003696817231
272	0.003682062321
273	0.003665292496
274	0.003647971919
275	0.003633034026
276	0.003616589604
277	0.003600377141
278	0.003583414718
279	0.003566065598
280	0.003550430928
281	0.003532220375
282	0.003516795129
283	0.003503438881
284	0.003489750319
285	0.003476025702
286	0.003460380516
287	0.00344798966
288	0.003433436061
289	0.003422119066
290	0.003411337499
291	0.003398898869
292	0.003385366549
293	0.003369622209
294	0.003353575002
295	0.003339290318
296	0.003324289027
297	0.003313050754
298	0.003301837118
299	0.003289362433
300	0.003273552893
301	0.003260700824
302	0.003242588524
303	0.003228101929
304	0.003215310855
305	0.0032038262
306	0.003191578366
307	0.003178730504
308	0.003166671061
309	0.003155063516
310	0.003143766952
311	0.003131796146
312	0.003120855032
313	0.003108062456
314	0.003095693534
315	0.003084614807
316	0.003073997894
317	0.003063076911
318	0.003052384882
319	0.003041724702
320	0.003029042096
321	0.00301885695
322	0.003008657382
323	0.002997272181
324	0.002986434427
325	0.002977990473
326	0.002966957116
327	0.002956346213
328	0.00294602736
329	0.002937221347
330	0.002927685806
331	0.002916231798
332	0.002905983255
333	0.002894552684
334	0.002885095864
335	0.002875538089
336	0.002865239668
337	0.002854310873
338	0.002841674838
339	0.002829590457
340	0.002820831015
341	0.002811308694
342	0.002803836443
343	0.002794367004
344	0.00278631125
345	0.002777240527
346	0.002769299551
347	0.002760921699
348	0.002753346088
349	0.002742395058
350	0.00273456886
351	0.002725623431
352	0.002718021378
353	0.002709015556
354	0.002699198179
355	0.002690257858
356	0.002683042804
357	0.002675993907
358	0.002665600539
359	0.002656310778
360	0.002647737024
361	0.002639910524
362	0.002632561163
363	0.002624960613
364	0.002617909913
365	0.002609096688
366	0.002600346261
367	0.00259251225
368	0.002582368568
369	0.002573751547
370	0.002565832805
371	0.002556329113
372	0.002547448885
373	0.002539688187
374	0.002531654368
375	0.002523996128
376	0.002514277304
377	0.002507687667
378	0.002499137649
379	0.002490255768
380	0.002483253593
381	0.002475781792
382	0.002469061002
383	0.002460551698
384	0.002453331085
385	0.00244452387
386	0.002436307518
387	0.002428166883
388	0.002421116483
389	0.002410133004
390	0.002402203595
391	0.002395254302
392	0.002389653043
393	0.00238348015
394	0.002377051562
395	0.002370790182
396	0.002363183323
397	0.002354044394
398	0.002348098653
399	0.002342026265
400	0.002334549356
401	0.002327473718
402	0.002320281199
403	0.002314572373
404	0.002309030456
405	0.00230258414
406	0.002295035421
407	0.002288735131
408	0.002282635401
409	0.002275922123
410	0.002269535449
411	0.002264295949
412	0.00225800272
413	0.002251780551
414	0.002245603302
415	0.002240047563
416	0.002233129969
417	0.00222725063
418	0.002218329839
419	0.002212583756
420	0.002207786389
421	0.002201262103
422	0.002196543008
423	0.002191620798
424	0.002184928853
425	0.002179838684
426	0.002174150891
427	0.002168643076
428	0.002163887925
429	0.002158740968
430	0.002152717857
431	0.002146749581
432	0.002140258796
433	0.002134405447
434	0.00212888306
435	0.0021228604
436	0.002117346876
437	0.002110461131
438	0.002105443524
439	0.002099348151
440	0.002094145458
441	0.002089342082
442	0.002083477616
443	0.002078768136
444	0.002073619677
445	0.002067423197
446	0.002062763293
447	0.002057134692
448	0.00205230157
449	0.002046234441
450	0.002041227801
451	0.002036107886
452	0.00202929275
453	0.002024663193
454	0.002019561607
455	0.002014650965
456	0.002010075191
457	0.002004602381
458	0.00199815922
459	0.001992480291
460	0.001986453123
461	0.001981089081
462	0.001976900305
463	0.00197223319
464	0.001968094592
465	0.001962377053
466	0.001957448684
467	0.001952427622
468	0.001947563402
469	0.001943030144
470	0.001938936766
471	0.001933120374
472	0.001928831544
473	0.001923663254
474	0.001918086333
475	0.001913230526
476	0.001908180769
477	0.001903718571
478	0.001898400049
479	0.001893392357
480	0.001889004073
481	0.0018845255
482	0.001879436082
483	0.001874582228
484	0.001871132745
485	0.00186713131
486	0.001861693954
487	0.001857890073
488	0.001853760189
489	0.001850415117
490	0.00184575912
491	0.001842237375
492	0.001837996169
493	0.001832825475
494	0.001826768261
495	0.001822836983
496	0.001819019732
497	0.001815407097
498	0.001811662709
499	0.001808271516
500	0.001804129012
501	0.001800540114
502	0.001795748306
503	0.001791261921
504	0.00178731547
505	0.001782437729
506	0.001778921243
507	0.001775012951
508	0.001771323848
509	0.001767153851
510	0.001763960064
511	0.001760783553
512	0.001756854529
513	0.00175292881
514	0.00174942269
515	0.001745540538
516	0.001742049291
517	0.001738737571
518	0.001735447936
519	0.001730949532
520	0.001727192674
521	0.001723810195
522	0.001720525968
523	0.001716573207
524	0.001712530757
525	0.00170815329
526	0.001704908574
527	0.001701305554
528	0.00169746697
529	0.001693093709
530	0.001688536264
531	0.001688536264
532	0.00168539025
533	0.001680313151
534	0.001676581232
535	0.001672745051
536	0.001669478702
537	0.001665642822
538	0.00166206474
539	0.001662053623
540	0.001657987287
541	0.001654012592
542	0.001651156377
543	0.001651156377
544	0.001647196255
545	0.001647136162
546	0.001643764499
547	0.001643764499
548	0.001641309554
549	0.001637738834
550	0.001637735229
551	0.001634274779
552	0.001632380651
553	0.001629518126
554	0.001629518126
555	0.001626466157
556	0.001621865896
557	0.001621865896
558	0.001621827436
559	0.001619866304
560	0.001616407207
561	0.001612814553
562	0.00160994061
563	0.001608578154
564	0.001608578454
565	0.001608578454
566	0.00160534155
567	0.00160259861
568	0.001599054931
569	0.001599054931
570	0.001599054931
571	0.001596283747
572	0.001594152703
573	0.001591258779
574	0.001589993223
575	0.001589987213
576	0.001586913462
577	0.001586913462
578	0.001586904598
579	0.001586904598
580	0.001586904598
581	0.00158371712
582	0.001580040036
583	0.001580040036
584	0.001578316571
585	0.001578316571
586	0.001578317473
587	0.001574987425
588	0.001571121498
589	0.00156806953
590	0.001565442719
591	0.001565432654
592	0.001562108615
593	0.001561700284
594	0.001561700284
595	0.001558436789
596	0.001555241499
597	0.001555241499
598	0.001555241499
599	0.001555234889
600	0.001555231884
601	0.001555222119
602	0.001553714839
603	0.001553365098
604	0.001553365098
605	0.001553357586
606	0.001549825025
607	0.001549765834
608	0.001549765834
609	0.001548132208
610	0.001548123795
611	0.001548130706
612	0.001545195468
613	0.001545195468
614	0.001542585634
615	0.001542585634
616	0.001542582028
617	0.001542582028
618	0.001539496558
619	0.001539496558
620	0.001536684361
621	0.001534729088
622	0.001534732694
623	0.001534724882
624	0.00153472413
625	0.00153339112
626	0.001530117258
627	0.001527204105
628	0.001527202452
629	0.001525831733
630	0.001525831733
631	0.001525831733
632	0.001525831733
633	0.001525831733
634	0.001525831733
635	0.001525831733
636	0.001525831733
637	0.001525831733
638	0.001525831733
639	0.001525831733
640	0.001525831733
641	0.001525828128
642	0.001522824084
643	0.001522789681
644	0.00152277616
645	0.00152277616
646	0.00152277616
647	0.001520230925
648	0.001520230925
649	0.001520230925
650	0.001520230925
651	0.001520230925
652	0.001520230925
653	0.001520230925
654	0.001517814289
655	0.001515343569
656	0.001512481495
657	0.001512445739
658	0.00151244634
659	0.00151244634
660	0.001512450096
661	0.001511257853
662	0.001511257853
663	0.001511257853
664	0.001511257853
665	0.001511257853
666	0.001511257853
667	0.001511257853
668	0.001511256201
669	0.001511252895
670	0.001510815569
671	0.001510815569
672	0.001510815569
673	0.001510810311
674	0.001510121947
675	0.001508243143
676	0.001508241039
677	0.001508227969
678	0.00150685725
679	0.001506854095
680	0.001504392089
681	0.001504382174
682	0.001504393892
683	0.001504393892
684	0.001504393892
685	0.001504389084
686	0.001503180917
687	0.001503180917
688	0.001503180917
689	0.001503180917
690	0.001503180917
691	0.001503178663
692	0.001501161194
693	0.001501161194
694	0.00149903691
695	0.001499033004
696	0.001496240637
697	0.001496240637
698	0.001496240637
699	0.001496240637
700	0.001496233126
701	0.001496232525
702	0.001496187305
703	0.00149377803
704	0.00149377803
705	0.001492376213
706	0.001492355181
707	0.001489626663
708	0.001487986878
709	0.001486402679
710	0.001486402679
711	0.001486402679
712	0.001486402679
713	0.001486402679
714	0.001486402679
715	0.001486402679
716	0.001486405082
717	0.001486405082
718	0.001486405082
719	0.001486405082
720	0.001486405082
721	0.001486405082
722	0.001486405082
723	0.001486405082
724	0.001486405082
725	0.001486405082
726	0.001486405082
727	0.001486405082
728	0.001486405082
729	0.001486405082
730	0.001486405082
731	0.001486405082
732	0.001486405082
733	0.001486405082
734	0.001486405082
735	0.001486405082
736	0.001486405082
737	0.001486405082
738	0.001486405082
739	0.001483686029
740	0.001481983747
741	0.001481983747
742	0.001481983747
743	0.00148197909
744	0.001481978339
745	0.001480398196
746	0.001480398196
747	0.001480398196
748	0.001480398196
749	0.001480398196
750	0.001480398196
751	0.001480398196
752	0.001480398196
753	0.001480398196
754	0.001480398196
755	0.001480398196
756	0.001480398196
757	0.001480398196
758	0.001480398196
759	0.001480398196
760	0.001480398196
761	0.001480398196
762	0.001480398196
763	0.001480398196
764	0.001480398196
765	0.001480398196
766	0.001480398196
767	0.001480398196
768	0.001480398196
769	0.001480398196
770	0.001480398196
771	0.001480398196
772	0.001480398196
773	0.001480398196
774	0.001480398196
775	0.001480398196
776	0.001480398196
777	0.001480398196
778	0.001480398196
779	0.001480398196
780	0.001480398196
781	0.001480398196
782	0.001480398196
783	0.001480398196
784	0.001480398196
785	0.001480398196
786	0.001480398196
787	0.001480385577
788	0.001480384375
789	0.001479951405
790	0.001479951405
791	0.0014799481
792	0.0014799481
793	0.0014799481
794	0.001479953358
795	0.001479953358
796	0.001479684292
797	0.001479684292
798	0.001479684292
799	0.001479684292
800	0.001479684443
801	0.001479675279
802	0.001479671072
803	0.001477099246
804	0.001477104504
805	0.001477083772
806	0.001476458205
807	0.001476458205
808	0.001476425455
809	0.001476425455
810	0.001476417342
811	0.001476417342
812	0.001476423351
813	0.00147642275
814	0.001476405774
815	0.001474578349
816	0.001474578199
817	0.001474578199
818	0.001474578199
819	0.001474578199
820	0.001474563777
821	0.001474563777
822	0.001474563777
823	0.001474562124
824	0.001471090407
825	0.001471088754
826	0.001471088454
827	0.001471088454
828	0.001471098519
829	0.001471087402
830	0.001471071778
831	0.001471071628
832	0.001471071628
833	0.001471067572
834	0.001471067572
835	0.001471068623
836	0.001471068623
837	0.001471068623
838	0.001471068623
839	0.001471068623
840	0.001471068623
841	0.001471068623
842	0.001471068623
843	0.001471068623
844	0.001471068623
845	0.001471068623
846	0.001471068623
847	0.001471068623
848	0.001471068623
849	0.001471068623
850	0.001471068623
851	0.001471068623
852	0.001471068623
853	0.001471068623
854	0.001471068623
855	0.001471068623
856	0.001471068623
857	0.001471068623
858	0.001471068623
859	0.001471068623
860	0.001471068623
861	0.001471068623
862	0.001471068623
863	0.001470686282
864	0.001470676066
865	0.001470068227
866	0.00147005771
867	0.00147005771
868	0.00147005771
869	0.00147005771
870	0.00146759285
871	0.001465139557
872	0.001465119576
873	0.00146335615
874	0.00146335615
875	0.001463357502
876	0.001463357502
877	0.001463357502
878	0.001463346986
879	0.001463014222
880	0.001460565136
881	0.00146056153
882	0.001457651832
883	0.001457656639
884	0.001455687846
885	0.001454098539
886	0.001454098539
887	0.001450232462
888	0.001448205829
889	0.00144820012
890	0.00144817413
891	0.001448152647
892	0.001447354613
893	0.001447354613
894	0.001447354613
895	0.001447354613
896	0.001447349505
897	0.001445907275
898	0.001445907275
899	0.001445907275
900	0.001445907275
901	0.001445907275
902	0.001445907275
903	0.001445907275
904	0.001445907275
905	0.001445907275
906	0.001445907275
907	0.001445907275
908	0.001445908928
909	0.001445908928
910	0.001444904025
911	0.001444897114
912	0.001444905677
